Codigo,Descrição,Data,Quantidade,Valor,Setor
31_000013900,"BROCA MD.2C D6,28x44xD8X80L 88424043 FUT",2025-01-04 21:48:01,2.0,303.14,159
31_000024541,"BROCA MD 3C Ø5,88X5X6,082X42X6X80L FUT",2025-01-04 21:48:01,2.0,282.1,159
31_000026649,"BROCA PAR. MD Ø 5,1X48XØ6X86L S/ REVEST.",2025-01-04 21:48:01,2.0,212.04,159
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-01-04 21:56:13,1.0,39.64,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-01-04 21:56:13,5.0,49.65,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-04 21:56:13,4.0,65.16,129
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-01-04 21:56:13,5.0,98.0,129
31_000023807,"ELETRODO CAPILAR LATÃO Ø2,0 MULTICANAL",2025-01-04 21:58:01,5.0,95.4,474
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-01-04 23:00:18,4.0,112.32,173
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-01-04 23:00:18,5.0,73.8,173
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-04 23:30:07,8.0,123.84,159
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-04 23:30:07,10.0,119.7,159
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-01-05 01:48:25,5.0,140.4,173
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-01-05 01:48:25,5.0,73.8,173
31_000028641,INSERTO TNMG 160412N EG AC6030M,2025-01-05 01:50:51,10.0,164.0,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-01-05 01:50:51,5.0,179.4,173
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-05 02:02:22,4.0,47.88,159
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-05 02:02:22,4.0,61.92,159
31_000025460,"BROCA MD Ø 12,5X45XD12X90L FUT TOP",2025-01-05 02:39:27,2.0,450.3,129
31_000020420,FRESA VF2XLBR 0100N080S06 (MITSUBISHI ),2025-01-05 02:54:27,2.0,280.82,474
31_000018836,"FRESA  HSLB 2030-080 Ø3,0xR1,50",2025-01-05 02:54:27,1.0,90.87,474
31_000027456,INSERTO DGN 2202C IC 354,2025-01-05 22:08:03,1.0,45.9,128
31_000027455,INSERTO DGN 3102C IC 354,2025-01-05 22:08:03,4.0,184.64,128
31_000028856,INSERTO CCMT 060204 LS MP9005,2025-01-05 22:54:16,2.0,26.38,124
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-01-05 22:54:16,5.0,76.0,124
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-01-05 23:04:55,3.0,104.88,155
31_000027764,INSERTO GIMIY 304  IC808,2025-01-05 23:04:55,1.0,40.32,155
31_000008851,PARAFUSO SR 14-551 P/CALÇO SVJNL-11,2025-01-05 23:04:55,4.0,87.88,155
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-01-05 23:27:21,4.0,55.16,125
31_000003045,INSERTO TNMG 160404-SA UE 6105,2025-01-06 04:39:49,4.0,61.76,135
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-06 04:39:49,4.0,43.2,135
31_000001948,CHAVE TORX T-15 5680.049-01,2025-01-06 04:51:57,2.0,33.3,129
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-01-06 05:23:17,2.0,210.32,139
31_000024583,"BROCA CALIB MD D4,1xD4,20x62 88424001-T5",2025-01-06 05:32:21,2.0,273.88,126
31_000001480,LIXA FITA R.986 GRAO 60 MED.1500X50,2025-01-06 05:34:04,10.0,149.8,172
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-01-06 05:53:28,4.0,55.16,125
31_000013570,"REBOLO ANEL 457,2x100x355,2 IPA46J128493",2025-01-06 06:14:28,1.0,3376.57,173
31_000019913,INSERTO TNGA 160408 AB 2010,2025-01-06 06:14:28,4.0,164.04,161
31_000025811,INSERTO CNGA 120408 T7 WZ AB2010,2025-01-06 06:14:28,2.0,98.64,161
31_000018867,INSERTO SOMX 070305-DT IC808,2025-01-06 07:22:44,2.0,93.26,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-06 07:22:44,4.0,81.6,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-01-06 07:22:44,5.0,221.05,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-01-06 07:22:44,7.0,944.58,157
31_000019498,INSERTO SOMX 060304-DT IC908,2025-01-06 07:22:44,8.0,340.4,157
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-06 07:50:16,10.0,185.0,475
31_000019662,ADITIVO P/ AGUA  ( EX-01-1L ),2025-01-06 07:50:16,1.0,2095.44,474
31_000006170,INSERTO TPGX 110308-HTI05T,2025-01-06 07:50:16,3.0,50.07,475
31_000028235,PARAFUSO TS44,2025-01-06 07:50:16,1.0,17.76,474
31_000001958,INSERTO TNGA 160404 HTI-05T (MITSUBISHI),2025-01-06 07:50:16,2.0,37.58,474
31_000004803,"BROCA MD 5,0 mm DIN 338 C/ EX-TREME",2025-01-06 07:50:16,1.0,83.94,475
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-06 07:50:16,6.0,111.0,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-01-06 07:50:16,7.0,111.02,474
31_000023807,"ELETRODO CAPILAR LATÃO Ø2,0 MULTICANAL",2025-01-06 07:50:16,3.0,57.24,474
31_000027764,INSERTO GIMIY 304  IC808,2025-01-06 08:18:31,2.0,80.64,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-01-06 08:18:31,6.0,209.76,155
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-01-06 08:18:31,2.0,28.92,155
31_000021908,"DISCO CORTE 115x1,0x22 AI ABF-4 P/ INOX",2025-01-06 08:23:02,20.0,60.8,450
31_000024695,PINÇA DIN 6499 ER32 D06,2025-01-06 08:30:39,1.0,83.89,159
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-06 08:34:53,2.0,23.94,142
31_000028158,CALÇO MD DW0198Z (P/SUPORTE MTLNR/L),2025-01-06 08:38:33,2.0,50.16,474
31_000027652,INSERTO ICP 104 IC908,2025-01-06 08:49:48,1.0,217.64,173
31_000000375,PARAFUSO 5513.020.01,2025-01-06 09:07:45,1.0,7.99,474
31_000000254,"BROCA PAR. AR 4,0 DIN338 TWILL / DORMER",2025-01-06 09:07:45,1.0,3.89,474
31_000028235,PARAFUSO TS44,2025-01-06 09:08:33,-1.0,-17.76,474
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-06 09:40:35,1.0,15.48,128
31_000027455,INSERTO DGN 3102C IC 354,2025-01-06 09:40:35,2.0,92.32,128
31_000027456,INSERTO DGN 2202C IC 354,2025-01-06 09:40:35,2.0,91.8,128
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-06 09:40:35,1.0,14.5,128
31_000026723,INSERTO ICP 106 IC908,2025-01-06 10:15:47,1.0,360.2,173
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-06 11:08:20,9.0,325.8,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-06 11:08:20,2.0,40.8,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-01-06 11:08:20,2.0,93.26,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-01-06 11:08:20,2.0,269.88,157
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-01-06 11:28:03,1.0,39.64,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-01-06 11:28:03,3.0,29.79,129
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-01-06 11:28:03,2.0,39.2,129
31_000001098,LIXA D'AGUA 400,2025-01-06 11:37:57,4.0,6.8,435
31_000000312,"SERRA FITA 1""x4-6x3,50M M-42",2025-01-06 12:33:33,1.0,206.84,111
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-01-06 12:50:08,2.0,210.32,126
31_000021908,"DISCO CORTE 115x1,0x22 AI ABF-4 P/ INOX",2025-01-06 12:57:49,20.0,60.8,116
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-01-06 13:09:09,1.0,798.72,111
31_000028647,"BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75",2025-01-06 13:25:30,8.0,513.2,137
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-01-06 13:25:30,4.0,140.44,132
31_000009935,GRIND STONE WA80 CM55 ( 6x17x3 ),2025-01-06 13:33:26,100.0,761.0,474
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-06 13:33:26,2.0,37.0,474
31_000001976,INSERTO VCMW 160404 HTI10,2025-01-06 13:33:26,3.0,48.42,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-01-06 13:33:26,7.0,111.02,474
31_000023781,GAIOLA DE ROLETES  P/PC 2H65660,2025-01-06 13:38:47,1.0,2270.86,161
31_000028831,INSERTO WXGU040308L-HP-BXA20,2025-01-06 13:45:44,2.0,1239.72,127
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-06 13:46:37,4.0,144.8,156
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-06 13:46:37,2.0,23.94,156
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-01-06 14:03:19,2.0,74.28,126
31_000028234,INSERTO SNMG 120408-SA UE6105,2025-01-06 14:03:19,2.0,34.86,126
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-06 14:03:19,2.0,30.96,126
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-01-06 14:03:19,2.0,23.98,126
31_000027456,INSERTO DGN 2202C IC 354,2025-01-06 14:23:23,2.0,91.8,128
31_000028234,INSERTO SNMG 120408-SA UE6105,2025-01-06 14:23:23,1.0,17.43,128
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-06 14:23:23,3.0,52.17,128
31_000027455,INSERTO DGN 3102C IC 354,2025-01-06 14:23:23,2.0,92.32,128
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-01-06 14:23:23,1.0,16.62,128
31_000024541,"BROCA MD 3C Ø5,88X5X6,082X42X6X80L FUT",2025-01-06 14:24:42,1.0,141.05,159
31_000002608,"SERRA FITA 1""x4-6x4,46M M-42",2025-01-06 16:11:46,1.0,264.02,471
31_000019913,INSERTO TNGA 160408 AB 2010,2025-01-06 18:17:24,2.0,82.02,172
31_000015193,CHAVE TORX  TKY08F,2025-01-06 18:36:54,2.0,32.44,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-06 18:36:54,2.0,72.4,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-01-06 18:36:54,3.0,139.89,157
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-01-06 19:10:03,8.0,622.32,157
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-01-06 19:14:23,8.0,95.68,126
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-06 19:14:23,4.0,81.6,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-01-06 19:14:23,5.0,83.1,126
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-01-06 19:37:11,4.0,57.84,141
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-06 19:37:11,5.0,59.85,141
31_000012192,CARACOL 15HE14/3,2025-01-06 19:57:54,1.0,5585.62,125
31_000004412,CARACOL 20HE20/B,2025-01-06 19:57:54,1.0,5343.56,128
31_000026904,CARACOL 102HC159/4,2025-01-06 19:57:54,1.0,6257.1,172
31_000027193,INSERTO CCMT 060202 PF IC907,2025-01-06 20:11:51,4.0,91.56,173
31_000019500,INSERTO AOMT 060204 - 45DT IC508,2025-01-06 20:11:51,4.0,176.48,173
31_000019499,INSERTO AOMT 030204 - N - 45DT IC1008,2025-01-06 20:11:51,4.0,130.72,173
31_000026723,INSERTO ICP 106 IC908,2025-01-06 20:11:51,1.0,360.2,173
31_000028856,INSERTO CCMT 060204 LS MP9005,2025-01-06 20:36:14,2.0,26.38,124
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-06 20:44:26,2.0,32.58,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-01-06 20:44:26,10.0,280.8,129
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-01-06 20:44:26,7.0,73.29,129
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-01-06 20:44:26,2.0,30.4,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-01-06 20:44:26,3.0,118.92,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-01-06 20:44:26,2.0,19.86,129
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-06 20:44:26,6.0,64.8,129
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-01-06 20:49:00,2.0,71.76,158
31_000013253,INSERTO WNMG 080412 MH UE6105,2025-01-06 20:49:00,2.0,41.6,158
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-06 20:49:00,2.0,34.78,158
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-06 20:49:00,1.0,10.8,158
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-01-06 20:49:00,2.0,74.28,158
31_000019242,INSERTO VCMT 110304-SM IC907 - ISCAR,2025-01-06 20:58:49,2.0,145.26,142
31_000024806,INSERTO DCMT 11T308-HQ PV 720,2025-01-06 21:18:56,9.0,233.19,148
31_000027015,INSERTO DNMG 150412-KH CA320,2025-01-06 21:18:56,12.0,279.72,148
31_000027590,INSERTO VNMG 160408 MS MP9005,2025-01-07 01:06:20,1.0,25.27,173
31_000004107,PORTA FERR. FSWL 108-LS,2025-01-07 01:21:10,1.0,402.21,134
31_000028639,INSERTO GY2M0300F080N-MM VP20RT,2025-01-07 01:21:10,1.0,39.61,134
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-01-07 01:21:10,1.0,10.59,134
31_000004103,INSERTO WCMT 020104-AP25N,2025-01-07 01:21:10,1.0,31.51,134
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-01-07 01:53:11,4.0,78.4,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-07 01:53:11,2.0,32.58,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-01-07 01:53:11,2.0,19.86,129
31_000028259,LIXA FITA ZYYR11 0600 x 0090 GR 0060,2025-01-07 01:53:11,2.0,33.36,129
31_000027764,INSERTO GIMIY 304  IC808,2025-01-07 02:22:00,2.0,80.64,155
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-07 02:22:00,1.0,15.48,155
31_000028774,INSERTO XCMT 150304 SVXUE6020,2025-01-07 02:22:00,1.0,16.02,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-01-07 02:22:00,5.0,174.8,155
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 02:38:58,1.0,14.5,155
31_000025636,INSERTO SOMX 084005-UM MC5020,2025-01-07 02:59:56,4.0,63.24,148
31_000025842,INSERTO SNMG 120408-MA UC 5115,2025-01-07 02:59:56,7.0,128.8,148
31_000027764,INSERTO GIMIY 304  IC808,2025-01-07 02:59:56,4.0,161.28,148
31_000025638,INSERTO WNMG 080416 - RK MC5015,2025-01-07 02:59:56,8.0,165.76,148
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-01-07 02:59:56,4.0,83.96,148
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-07 04:09:30,3.0,52.17,142
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-01-07 04:09:30,5.0,179.4,142
31_000001948,CHAVE TORX T-15 5680.049-01,2025-01-07 04:09:30,1.0,16.65,142
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-01-07 04:44:25,7.0,84.35,172
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-01-07 04:44:25,5.0,179.4,172
31_000013900,"BROCA MD.2C D6,28x44xD8X80L 88424043 FUT",2025-01-07 04:45:36,1.0,151.57,159
31_000027015,INSERTO DNMG 150412-KH CA320,2025-01-07 05:15:16,3.0,69.93,148
31_000024806,INSERTO DCMT 11T308-HQ PV 720,2025-01-07 05:15:16,3.0,77.73,148
31_000028965,INSERTO WNMG060408 N-FB-T-1500A,2025-01-07 05:15:26,10.0,204.8,147
31_000001939,PORTA FERR.S25T SVJBL-16,2025-01-07 05:17:25,1.0,599.67,474
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-01-07 05:25:59,5.0,103.75,127
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-07 05:25:59,5.0,81.45,127
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-07 05:25:59,5.0,86.95,127
31_000000183,"MACHO MAQ. M4X0,7 116/2 ANSI  fab. OSG",2025-01-07 05:57:46,1.0,47.92,471
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-07 06:23:02,7.0,121.73,131
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-01-07 06:23:02,6.0,217.14,131
31_000023009,INSERTO VBMT 160404-UE 6110,2025-01-07 06:27:14,10.0,231.6,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-07 06:27:14,2.0,72.4,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-01-07 06:27:14,1.0,28.54,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-07 06:27:14,4.0,43.2,133
31_000028647,"BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75",2025-01-07 06:28:31,8.0,513.2,132
31_000015973,"REBOLO RT-19X19X8,0  5GT80K6VRI",2025-01-07 06:47:17,10.0,246.5,161
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-07 07:07:39,4.0,74.0,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-01-07 07:07:39,7.0,111.02,474
31_000001976,INSERTO VCMW 160404 HTI10,2025-01-07 07:07:39,8.0,129.12,474
31_000018206,LOGOTIPO MARC. MÊS E ANO 2025 FI-251-CT,2025-01-07 07:18:13,1.0,50.62,173
31_000013343,"LOGOTIPO 3,5mm FI001CT (3H29110/3H82110)",2025-01-07 07:18:13,1.0,334.82,173
31_000013342,LOGOTIPO MIN TH FI001CT (3H29110/3H8210),2025-01-07 07:18:13,1.0,195.27,173
31_000014684,LOGOTIPO SETA DRIVE (3H29110/3H69110),2025-01-07 07:18:13,1.0,272.14,173
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-07 07:19:54,1.0,15.48,159
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-07 07:19:54,3.0,35.91,159
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-01-07 07:24:03,2.0,28.92,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 07:24:03,6.0,87.0,133
31_000025814-R,"BROCA MD ESC. Ø8,75 (25814-AFIADA) MENOR",2025-01-07 08:02:34,3.0,-0.0,148
31_000017961,"FRESA T. MD. 4C. Ø12x10xD11,48 -88422079",2025-01-07 08:14:03,1.0,204.32,474
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-01-07 10:31:32,5.0,86.95,142
31_000028816,INSERTO CCMT 060204 SM IC907,2025-01-07 10:31:32,3.0,62.85,142
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-01-07 11:00:59,2.0,1134.04,161
31_000028326,MICRO RETÍFICA 9GQEDA 56.000RPM 90PSI,2025-01-07 11:56:10,1.0,215.35,450
31_000023582-R,BROCA MD D9x81xD10 (23582-AFIADA),2025-01-07 12:10:42,1.0,-0.0,134
31_000016150,PORTA FERR.SVJNL 2525K-12F,2025-01-07 12:11:05,1.0,578.39,155
31_000011073,DISCO CORTE 7''x1/8''x7/8'' fab. ALCAR,2025-01-07 12:38:39,4.0,32.52,655
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-07 12:44:48,2.0,30.96,131
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-01-07 12:44:48,2.0,72.38,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-07 12:44:48,2.0,72.4,131
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-07 12:44:48,2.0,32.58,131
31_000025893,DRESSADOR CONGLOM. RED12x8 HASTEØ11 1820,2025-01-07 12:45:49,2.0,598.52,173
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-07 13:17:58,2.0,30.96,159
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-01-07 13:17:58,2.0,23.94,159
31_000026158,INSERTO CCMT 060204 WP PV720,2025-01-07 13:51:32,5.0,81.45,125
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-01-07 13:51:32,2.0,27.58,125
31_000022680,PARAFUSO PS05.050.250 (SCLS105) MTJNR/L,2025-01-07 14:06:33,2.0,68.22,474
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-07 14:06:33,3.0,55.5,474
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-01-07 14:06:33,5.0,92.5,476
31_000004381,INSERTO VCMW 160408 HTI10,2025-01-07 14:06:33,5.0,79.3,474
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 14:09:15,7.0,101.5,133
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-01-07 14:09:15,9.0,130.14,133
31_000000315,"DRESSADOR 8X30MM 0,60KLT 5D-7913",2025-01-07 14:35:04,2.0,305.0,471
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-01-07 15:55:50,4.0,140.44,162
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-07 17:17:46,3.0,108.6,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-07 17:17:46,5.0,54.0,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 17:17:46,4.0,58.0,133
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-01-07 17:17:46,2.0,24.1,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-01-07 17:17:46,2.0,57.08,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 17:20:26,1.0,14.5,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-01-07 17:20:26,2.0,21.6,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-01-07 17:20:26,4.0,92.64,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-01-07 17:20:26,3.0,160.38,133
31_000025602,GAIOLA DE ROLETES P/PÇ 2H76720,2025-01-07 17:21:37,1.0,2262.53,139
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-01-07 17:21:50,4.0,420.64,139
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-01-07 17:28:39,8.0,96.4,172
31_000028163,INSERTO VNMG 160408 MP MC6025,2025-01-07 17:28:39,6.0,144.9,172
31_000006147,FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074,2025-01-07 17:57:56,1.0,172.45,473
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-01-07 18:47:01,6.0,88.56,173
31_000006147,FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074,2025-01-07 18:48:01,1.0,172.45,473
31_000019498,INSERTO SOMX 060304-DT IC908,2025-01-07 19:17:56,3.0,127.65,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-01-07 19:17:56,3.0,139.89,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-01-07 19:17:56,4.0,539.76,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-01-07 19:17:56,1.0,44.21,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-07 19:17:56,2.0,40.8,157
31_000010732,"FRESA WOOD. 13,5x2,5xR0,2",2025-01-07 19:22:59,1.0,425.35,121
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-01-07 19:33:00,1.0,134.94,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-07 19:33:00,4.0,144.8,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-07 19:33:00,1.0,20.4,157
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-01-07 19:33:00,3.0,45.6,157
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-01-07 19:33:30,8.0,622.32,157
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-01-07 19:33:44,1.0,798.72,111
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-01-07 20:16:13,2.0,33.24,126
31_000028831,INSERTO WXGU040308L-HP-BXA20,2025-01-07 20:22:47,2.0,1239.72,127
31_000028856,INSERTO CCMT 060204 LS MP9005,2025-01-07 21:44:01,3.0,39.57,124
31_000011859,"BRUNIDOR SINT. BOR. MSØ30 5x7,8x30",2025-01-07 22:31:50,8.0,1237.04,157
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-01-07 23:47:28,8.0,116.0,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-01-07 23:47:28,2.0,72.4,133
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-01-08 02:17:44,1.0,44.21,157
31_000019498,INSERTO SOMX 060304-DT IC908,2025-01-08 02:17:44,2.0,85.1,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-01-08 02:17:44,3.0,404.82,157
31_000019551,PORTA FERR. S40K MTUNR 11(PÇ GM)MB-12003,2025-01-08 04:51:22,1.0,951.52,161
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-01-08 04:51:22,1.0,567.02,161
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-01-08 05:15:05,2.0,21.18,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-01-08 05:15:05,3.0,46.44,131
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-01-08 05:15:05,6.0,72.54,131
31_000027604,"INSERTO TCD 114 P TT 9080 Ø 11,4",2025-01-08 05:15:05,1.0,215.81,131
31_000005662,INSERTO GRIP 3003Y IC354 ISCAR,2025-01-08 05:15:05,1.0,62.36,131
31_000028647,"BRUNIDOR 3,5x7,1x30x1,5 B64/AZ/D/75",2025-01-08 05:48:53,8.0,513.2,132
31_000003045,INSERTO TNMG 160404-SA UE 6105,2025-01-08 05:49:14,2.0,30.88,128
31_000012717,INSERTO TCMT 110204-SM IC908,2025-01-08 05:49:14,2.0,40.8,128
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-01-08 06:13:06,1.0,105.16,161
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-01-08 06:23:30,2.0,210.32,139
31_000022680,PARAFUSO PS05.050.250 (SCLS105) MTJNR/L,2025-01-08 06:26:40,1.0,34.11,173
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-01-08 06:32:00,2.0,23.98,126
31_000024583,"BROCA CALIB MD D4,1xD4,20x62 88424001-T5",2025-01-08 06:32:00,2.0,273.88,126
31_000008851,PARAFUSO SR 14-551 P/CALÇO SVJNL-11,2025-01-08 06:32:00,2.0,43.94,126
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-01-08 06:32:00,3.0,111.42,126
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-01-08 06:51:38,10.0,280.8,121
31_000000315,"DRESSADOR 8X30MM 0,60KLT 5D-7913",2025-01-08 07:00:39,1.0,152.5,471
31_000017961-R,FRESA T. MD. 4C. Ø12x10 (17961-AFIADA),2025-01-08 07:05:22,1.0,-0.0,475
31_000006147,FRESA FTR MD4C Ø8x25xD8x80L FUT 88422074,2025-01-08 07:05:22,2.0,344.9,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-01-08 07:05:22,10.0,158.6,474
