Codigo,Descrição,Data,Quantidade,Valor,Setor
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-03-12 07:19:37,2.0,38.76,147
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-03-12 07:37:55,16.0,193.44,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-12 07:37:55,5.0,77.4,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-12 07:37:55,12.0,208.68,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 07:37:55,4.0,144.8,131
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 07:37:55,2.0,32.58,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-12 08:14:42,5.0,86.95,131
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-03-12 08:14:42,6.0,217.14,131
31_000015973,"REBOLO RT-19X19X8,0  5GT80K6VRI",2025-03-12 08:28:53,12.0,295.8,161
31_000008855,CHAVE TORX T9/5 p/SVJNL-12,2025-03-12 08:57:32,1.0,15.4,131
31_000004381,INSERTO VCMW 160408 HTI10,2025-03-12 08:57:32,11.0,174.46,474
31_000001480,LIXA FITA R.986 GRAO 60 MED.1500X50,2025-03-12 08:57:32,10.0,149.8,172
31_000008850,CHAVE TORX T10/5 P/INSERTO LNMX-11,2025-03-12 08:57:32,1.0,16.71,131
31_000015193,CHAVE TORX  TKY08F,2025-03-12 08:57:32,1.0,16.22,131
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-03-12 08:57:32,4.0,74.0,474
31_000002817,CHAVE TORX BANDEIRA T6 TKYO6F,2025-03-12 08:57:32,1.0,22.31,131
31_000028163,INSERTO VNMG 160408 MP MC6025,2025-03-12 09:09:47,4.0,96.6,172
31_000001600,PORTA FERRAMENTA MTJNR 2525 M-16,2025-03-12 09:23:28,1.0,186.01,475
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-03-12 10:09:42,7.0,153.3,159
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-03-12 10:14:01,4.0,48.2,133
31_000006000,INSERTO DNMG 150604-LP MC6015,2025-03-12 10:14:01,2.0,57.08,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 10:14:01,3.0,108.6,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-03-12 10:14:01,8.0,116.0,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 10:14:01,4.0,43.2,133
31_000028965,INSERTO WNMG060408 N-FB-T-1500A,2025-03-12 11:08:51,4.0,81.92,147
31_000028742,INSERTO DCMT 11T312-PS AH8005,2025-03-12 11:08:51,9.0,224.73,147
31_000028897,INSERTO DNMG150412 M6 TP1501,2025-03-12 11:08:51,5.0,256.65,147
31_000028662,INSERTO WNMG080408PQ PV710,2025-03-12 11:08:51,4.0,73.8,147
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 11:17:56,4.0,43.2,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-03-12 11:17:56,4.0,213.84,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-03-12 11:17:56,4.0,139.52,133
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 11:17:56,4.0,144.8,133
31_000023009,INSERTO VBMT 160404-UE 6110,2025-03-12 11:17:56,4.0,92.64,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-03-12 11:17:56,4.0,58.0,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-03-12 11:17:56,4.0,57.88,133
31_000020973,CARACOL 17HE20/17,2025-03-12 11:46:05,1.0,0.01,131
31_000010197,BROCHA 20 BE 15/2 (HURTH-INFER),2025-03-12 11:46:05,1.0,5911.23,135
31_000028894,BROCHA 6 BS 40/8,2025-03-12 11:46:05,1.0,5009.4,135
31_000000095,CARACOL 102HC159/2,2025-03-12 11:46:05,1.0,6917.59,172
31_000005476,BRUNIDOR SINT. BORAZON MSØ12,2025-03-12 11:50:43,8.0,335.52,131
31_000007118,SHAVING 15 CS 14/1,2025-03-12 12:05:36,1.0,9281.41,125
31_000021597,CARACOL 17HE17/1,2025-03-12 12:05:36,1.0,5892.8,127
31_000012192,CARACOL 15HE14/3,2025-03-12 12:06:48,1.0,5585.62,125
31_000012717,INSERTO TCMT 110204-SM IC908,2025-03-12 12:17:06,3.0,61.2,126
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-03-12 12:17:06,4.0,47.84,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-03-12 12:17:06,1.0,16.62,126
31_000018867,INSERTO SOMX 070305-DT IC808,2025-03-12 12:21:15,4.0,186.52,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-03-12 12:21:15,4.0,81.6,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-03-12 12:21:15,7.0,309.47,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-03-12 12:21:15,4.0,539.76,157
31_000023009,INSERTO VBMT 160404-UE 6110,2025-03-12 12:24:14,2.0,46.32,133
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-03-12 12:24:14,4.0,213.84,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-03-12 12:24:14,3.0,104.64,133
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 12:24:14,4.0,43.2,133
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 12:24:14,3.0,48.87,133
31_000018206,LOGOTIPO MARC. MÊS E ANO 2025 FI-251-CT,2025-03-12 12:26:45,1.0,50.62,174
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-12 12:30:43,3.0,107.64,158
31_000013253,INSERTO WNMG 080412 MH UE6105,2025-03-12 12:30:43,3.0,62.4,158
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 12:30:43,9.0,97.2,158
31_000023009,INSERTO VBMT 160404-UE 6110,2025-03-12 12:30:43,2.0,46.32,158
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-03-12 12:30:43,2.0,69.92,158
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-12 12:34:11,1.0,15.48,131
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-03-12 12:34:11,3.0,108.57,131
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-12 12:34:11,6.0,104.34,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 12:34:11,5.0,181.0,131
31_000018313,FRESA FTR MD Ø11x25xD12x75L XTR 88422084,2025-03-12 12:56:50,1.0,155.06,474
31_000026723,INSERTO ICP 106 IC908,2025-03-12 13:08:09,2.0,720.4,173
31_000019499,INSERTO AOMT 030204 - N - 45DT IC1008,2025-03-12 13:08:09,2.0,65.36,173
31_000027193,INSERTO CCMT 060202 PF IC907,2025-03-12 13:08:09,3.0,68.67,173
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-12 13:10:28,5.0,140.4,173
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-03-12 13:10:28,8.0,118.08,173
31_000000309,"BROCA CENTRO AR 4,0X10,0 D-333A TWILL",2025-03-12 13:42:16,1.0,53.96,474
31_000005963,INSERTO TPGX 090208-HTI05T (MITSUBISHI),2025-03-12 13:42:16,2.0,38.02,475
31_000019705,INSERTO BDMT 11T308ER-JT PR1210,2025-03-12 13:42:16,10.0,272.5,475
31_000006170,INSERTO TPGX 110308-HTI05T,2025-03-12 13:42:16,5.0,83.45,475
31_000027586,FRESA D2XR0.5-L15 VFHVRBD0200R05N015,2025-03-12 13:42:16,1.0,261.32,474
31_000018313-R,FRESA FTR MD Ø11x25xD12(18313-TRANSF.),2025-03-12 13:42:16,1.0,-0.0,475
31_000023956,"PORTA FERR. AL15 2020 W4 CANAL LARG. 4,0",2025-03-12 14:11:09,1.0,328.63,131
31_000024937,INSERTO TNMG 130412-MT TT8125,2025-03-12 14:36:34,3.0,58.8,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 14:36:34,1.0,16.29,129
31_000012247,INSERTO CCMT 060208  UE6110,2025-03-12 14:36:34,4.0,39.72,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-03-12 14:36:34,2.0,79.28,129
31_000020715,"BRUNIDOR 3,5x8,65x29,9x2 MS025 AMAROK",2025-03-12 14:57:53,8.0,555.44,162
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-03-12 15:10:00,2.0,72.38,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 15:10:00,2.0,72.4,131
31_000028142,INSERTO CCMT 09T304-LS MP 9015,2025-03-12 15:10:00,1.0,12.09,131
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 15:10:00,1.0,16.29,131
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-12 15:10:00,1.0,15.48,131
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-03-12 15:21:45,5.0,59.85,159
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-12 15:21:45,2.0,30.96,159
31_000024583-R,"BROCA ESC. MD D4,20x14 (24583-AFIADA)",2025-03-12 15:43:04,1.0,-0.0,126
31_000006149,"FRESA TOPO R216.34-12050-AK26H Ø12,0mm",2025-03-12 15:50:35,1.0,240.3,471
31_000027591,INSERTO TNMG 160412 RS MP9015,2025-03-12 15:57:23,7.0,103.32,173
31_000027590,INSERTO VNMG 160408 MS MP9005,2025-03-12 15:57:23,2.0,50.54,173
31_000022676,CALÇO CT16476 WPSTN33 P/MTJNR/L,2025-03-12 16:01:19,2.0,61.4,173
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-03-12 16:54:46,8.0,280.88,137
31_000023736,INSERTO WNMG 080408-MA MC6015,2025-03-12 19:04:42,7.0,145.25,127
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 19:04:42,7.0,114.03,127
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-12 19:04:42,7.0,121.73,127
31_000012246,INSERTO GRIP 5025Y IC908  ISCAR,2025-03-12 19:14:45,1.0,53.46,133
31_000027764,INSERTO GIMIY 304  IC808,2025-03-12 19:34:04,2.0,80.64,155
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-03-12 19:34:04,1.0,14.5,155
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-03-12 19:34:04,3.0,111.42,155
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-03-12 19:34:04,5.0,174.8,155
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-03-12 19:34:04,1.0,14.46,155
31_000015192,PARAFUSO TS25   ( MITSUBISHI ),2025-03-12 19:48:56,1.0,15.2,159
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-12 19:48:56,8.0,287.04,159
31_000028713,INSERTO CCMT 060204E-FF2 TT010,2025-03-12 19:48:56,1.0,21.9,159
31_000028691, MACHO A-POT M 10 X 1.25 5P.0i,2025-03-12 20:06:05,2.0,472.44,147
31_000028818,"BROCA ESC. MD 8,8x17x7x39x12x144",2025-03-12 20:06:05,2.0,1521.92,147
31_000028685,INSERTO TPMT110308PS GT9530,2025-03-12 20:06:05,2.0,40.86,147
31_000028743,INSERTO TPGW 110304 TH10,2025-03-12 20:06:05,3.0,87.03,147
31_000028687,INSERTO WDXT063006-G-ACK300,2025-03-12 20:06:05,6.0,118.98,147
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-12 20:37:34,2.0,56.16,129
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 20:37:34,3.0,32.4,129
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-12 20:37:34,1.0,10.8,129
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-12 20:37:34,1.0,16.29,129
31_000025838,INSERTO HNMG 050408-GU TT7015,2025-03-12 20:37:34,1.0,39.64,129
31_000025808,INSERTO WNMG 06T304-MS US7020,2025-03-12 20:37:34,4.0,41.88,129
31_000012811,INSERTO TNMG 160408- TF IC908,2025-03-12 21:27:39,6.0,139.56,152
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-12 21:27:39,6.0,215.28,152
31_000028816,INSERTO CCMT 060204 SM IC907,2025-03-12 21:27:39,6.0,125.7,152
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-12 21:27:39,6.0,104.34,152
31_000027764,INSERTO GIMIY 304  IC808,2025-03-12 21:31:07,4.0,161.28,141
31_000024270,CALÇO 5322-425-01 P/DSSNR/L,2025-03-12 21:34:27,1.0,31.16,128
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-03-12 21:46:00,5.0,59.85,156
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-12 21:46:00,4.0,144.8,156
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-12 22:57:20,1.0,35.88,172
31_000028163,INSERTO VNMG 160408 MP MC6025,2025-03-12 22:57:20,3.0,72.45,172
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-03-12 22:57:20,8.0,96.4,172
31_000019913,INSERTO TNGA 160408 AB 2010,2025-03-13 00:04:00,1.0,41.01,161
31_000023083,INSERTO TCMT 110208-LM MC7025,2025-03-13 02:22:53,7.0,83.79,141
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-03-13 02:22:53,7.0,101.5,141
31_000028235,PARAFUSO TS44,2025-03-13 02:41:27,2.0,35.52,172
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-03-13 02:53:20,7.0,83.72,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-03-13 02:53:20,3.0,49.86,126
31_000028670,MACHO MAQ. M5 0.8+0.04 6H,2025-03-13 02:53:39,1.0,67.6,159
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-13 03:16:33,1.0,10.8,136
31_000019913,INSERTO TNGA 160408 AB 2010,2025-03-13 03:24:11,-1.0,-41.01,161
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-13 03:28:04,8.0,224.64,173
31_000028849,INSERTO TCMT16T308 MP MP3025,2025-03-13 03:44:53,-1.0,-17.32,124
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-13 05:24:58,5.0,81.45,125
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-03-13 05:24:58,8.0,280.88,132
31_000028660,CARACOL 85HC127/12,2025-03-13 05:27:25,1.0,5384.4,461
31_000028660,CARACOL 85HC127/12,2025-03-13 05:28:57,-1.0,-5384.4,461
31_000000318,REBOLO DTE100X8X32 1EE1 97915485 7D-3120,2025-03-13 05:37:29,1.0,593.85,461
31_000023956,"PORTA FERR. AL15 2020 W4 CANAL LARG. 4,0",2025-03-13 05:42:39,1.0,328.63,131
31_000015193,CHAVE TORX  TKY08F,2025-03-13 06:13:31,1.0,16.22,172
31_000016858,INSERTO ICP 084  IC908,2025-03-13 06:23:00,1.0,174.74,172
31_000021024,INSERTO TNGX 110308S-01020-WZ CBN010,2025-03-13 06:52:07,4.0,2268.08,133
31_000001098,LIXA D'AGUA 400,2025-03-13 07:04:48,2.0,3.4,131
31_000016857,BROCA DCN 080 - 012 - 12A - 1.5D,2025-03-13 07:27:46,1.0,611.72,172
31_000000184,MACHO MAQ. M5 6H 250/1 DIN 371,2025-03-13 07:30:02,1.0,57.54,471
31_000000200,LIMA PARALELA DIAMANTADA ELETROLITICA,2025-03-13 07:30:02,1.0,14.96,471
31_000028554,INSERTO CCGW 060208 NU BN2000,2025-03-13 07:32:36,2.0,210.32,126
31_000020766,PORTA FERR.TGDR 2525-3M,2025-03-13 07:48:59,1.0,593.67,157
31_000018867,INSERTO SOMX 070305-DT IC808,2025-03-13 07:51:26,5.0,233.15,157
31_000012717,INSERTO TCMT 110204-SM IC908,2025-03-13 07:51:26,3.0,61.2,157
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-13 07:51:26,7.0,253.4,157
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-03-13 07:51:26,2.0,269.88,157
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-13 07:56:31,3.0,48.87,129
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-13 07:56:31,3.0,84.24,129
31_000023956,"PORTA FERR. AL15 2020 W4 CANAL LARG. 4,0",2025-03-13 08:13:03,1.0,328.63,133
31_000028273,LOGOTIPO KWF E1 16T 2H54320 FI-008 CT,2025-03-13 08:13:17,1.0,321.13,118
31_000022792,INSERTO TPGX 080208-HTI10,2025-03-13 08:16:02,2.0,33.66,474
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-03-13 08:16:02,3.0,55.5,474
31_000001939,PORTA FERR.S25T SVJBL-16,2025-03-13 08:16:02,1.0,599.67,474
31_000004381,INSERTO VCMW 160408 HTI10,2025-03-13 08:16:02,8.0,126.88,474
31_000024583,"BROCA CALIB MD D4,1xD4,20x62 88424001-T5",2025-03-13 08:34:06,2.0,273.88,126
31_000028234,INSERTO SNMG 120408-SA UE6105,2025-03-13 08:34:06,2.0,34.86,126
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-03-13 08:34:06,2.0,74.28,126
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-13 08:34:06,2.0,30.96,126
31_000024231,INSERTO TCMT 110204-FV AP25N,2025-03-13 08:34:06,2.0,23.98,126
31_000027975,INSERTO WNMG 080408 MW UC5105,2025-03-13 08:45:40,10.0,208.4,148
31_000006170,INSERTO TPGX 110308-HTI05T,2025-03-13 08:45:40,6.0,100.14,148
31_000027848,INSERTO SCMT 09T304-MK MC5015,2025-03-13 08:45:40,4.0,50.12,148
31_000028264,INSERTO TNMG 160408 PQ CCX,2025-03-13 08:45:40,4.0,75.76,148
31_000028141,"REBOLO ANEL 457X100X355,6-406,2X60 C/REB",2025-03-13 08:46:32,1.0,3673.18,173
31_000000505,LIXA DISCO DIAM.200MM G-600 PAC. C/10UN,2025-03-13 08:54:25,2.0,40.7,438
31_000000346,DISCO DE CORTE 230X2X32MM SK6AA,2025-03-13 08:54:25,20.0,303.6,438
31_000000504,LIXA DISCO DIAM.200MM G-400 PAC. C/10UN,2025-03-13 08:54:25,2.0,35.42,438
31_000000503,LIXA DISCO DIAM.200MM G-320 PAC. C/10UN,2025-03-13 08:54:25,1.0,17.69,438
31_000000502,LIXA DISCO DIAM.200MM G-220 PAC C/10UN,2025-03-13 08:54:25,1.0,20.39,438
31_000011513,PORTA FERR. DGFH-32-2,2025-03-13 09:18:22,1.0,524.8,128
31_000027456,INSERTO DGN 2202C IC 354,2025-03-13 09:18:22,2.0,91.8,128
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-13 09:18:22,2.0,34.78,128
31_000027455,INSERTO DGN 3102C IC 354,2025-03-13 09:18:22,2.0,92.32,128
31_000010508,"BRUNIDOR SINT.3,5x8,65x29,9x2 MAB G 053",2025-03-13 09:35:00,8.0,644.8,137
31_000010732,"FRESA WOOD. 13,5x2,5xR0,2",2025-03-13 09:49:01,1.0,425.35,121
31_000005441-R,FRESA FTR 7226 Ø12xD12x65 (5441-TRANSF.),2025-03-13 10:23:30,1.0,-0.0,471
31_000028740,INSERTO DCMT 070208-FV VP15TF,2025-03-13 11:18:29,2.0,27.32,147
31_000028688,INSERTO WDXT094008-G ACK300　,2025-03-13 11:18:29,4.0,98.24,147
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-03-13 11:18:29,5.0,104.95,147
31_000028680,INSERTO DCMT11T308-CM T5115,2025-03-13 11:18:29,1.0,24.46,147
31_000028678,INSERTO CNMG120412GZ AC420K,2025-03-13 11:18:29,4.0,78.24,147
31_000024800,INSERTO CCMT 09T308-CM T515,2025-03-13 11:18:29,4.0,94.04,147
31_000028741,INSERTO CCMT 060208-PSS AH725,2025-03-13 11:18:29,4.0,77.52,147
31_000006154,INSERTO C1603 B,2025-03-13 11:22:27,4.0,238.2,172
31_000000269,"BROCA PAR. AR 7,0 DIN338 TWILL / DORMER",2025-03-13 11:38:12,1.0,7.07,442
31_000028718,"BRUNIDOR 3,5x8,65x30 S AB N60202",2025-03-13 11:42:06,8.0,622.32,157
31_000025460,"BROCA MD Ø 12,5X45XD12X90L FUT TOP",2025-03-13 12:00:37,1.0,225.15,129
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-13 12:09:01,5.0,86.95,131
31_000010492,"SERRA CIRCULAR. 285 x 2,0 x 32 80Z",2025-03-13 12:26:30,1.0,798.72,111
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-03-13 12:34:18,2.0,23.92,126
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-03-13 12:34:18,2.0,33.24,126
31_000000346,DISCO DE CORTE 230X2X32MM SK6AA,2025-03-13 12:38:50,10.0,151.8,172
31_000019498,INSERTO SOMX 060304-DT IC908,2025-03-13 12:46:11,2.0,85.1,157
31_000025282,PORTA FERR. LGY 20-30/53-4T08FD,2025-03-13 13:54:36,1.0,601.67,131
31_000029004,LIXA FITA ZYYR11 1500x0050 GR 0100,2025-03-13 14:06:01,2.0,22.62,159
31_000027792,"BROCA CENTRO MD 2C Ø3x7,5xD10x55L S/COB",2025-03-13 14:25:15,2.0,456.96,121
31_000026723,INSERTO ICP 106 IC908,2025-03-13 14:26:44,1.0,360.2,173
31_000022676,CALÇO CT16476 WPSTN33 P/MTJNR/L,2025-03-13 14:53:02,2.0,61.4,173
31_000022677,PINO DO CALÇO PI36185 ( CCP33 ) p/ MTJNR,2025-03-13 14:53:02,2.0,65.9,173
31_000008767,INSERTO WNMG 06T308 MP MC6015,2025-03-13 15:50:07,3.0,32.4,133
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-03-13 15:50:07,1.0,37.14,133
31_000009052,PARAFUSO LLCS 10 5,2025-03-13 15:50:07,3.0,30.24,133
31_000009051,ALAVANCA LLCL 13S,2025-03-13 15:50:07,3.0,59.79,133
31_000028636,INSERTO SOMX094506-UM VP15TF,2025-03-13 15:50:07,2.0,58.68,133
31_000000315,"DRESSADOR 8X30MM 0,60KLT 5D-7913",2025-03-13 16:03:40,2.0,305.0,471
31_000012717,INSERTO TCMT 110204-SM IC908,2025-03-13 16:24:46,1.0,20.4,128
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-03-13 16:24:46,1.0,37.14,128
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-13 16:24:46,1.0,15.48,128
31_000027455,INSERTO DGN 3102C IC 354,2025-03-13 16:24:46,1.0,46.16,128
31_000027456,INSERTO DGN 2202C IC 354,2025-03-13 16:24:46,1.0,45.9,128
31_000022920,INSERTO CCMT 09T308 MM MC7025,2025-03-13 16:56:26,10.0,120.5,172
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-13 16:56:26,3.0,107.64,172
31_000028163,INSERTO VNMG 160408 MP MC6025,2025-03-13 16:56:26,8.0,193.2,172
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-13 19:12:16,10.0,162.9,142
31_000027947,INSERTO DCMT 070204-MV VP15TF,2025-03-13 19:12:16,10.0,125.5,142
31_000028816,INSERTO CCMT 060204 SM IC907,2025-03-13 19:27:13,6.0,125.7,152
31_000028905,INSERTO CCMT09T308N SU AC8025P,2025-03-13 19:27:13,8.0,139.12,152
31_000012811,INSERTO TNMG 160408- TF IC908,2025-03-13 19:27:13,4.0,93.04,152
31_000025636,INSERTO SOMX 084005-UM MC5020,2025-03-13 19:34:11,4.0,63.24,148
31_000008851,PARAFUSO SR 14-551 P/CALÇO SVJNL-11,2025-03-13 19:34:11,2.0,43.94,155
31_000027764,INSERTO GIMIY 304  IC808,2025-03-13 19:34:11,3.0,120.96,148
31_000027764,INSERTO GIMIY 304  IC808,2025-03-13 19:34:11,2.0,80.64,155
31_000025842,INSERTO SNMG 120408-MA UC 5115,2025-03-13 19:34:11,3.0,55.2,148
31_000008769,INSERTO VNMG 12T304-NF IC907,2025-03-13 19:34:11,2.0,74.28,155
31_000025638,INSERTO WNMG 080416 - RK MC5015,2025-03-13 19:34:11,5.0,103.6,148
31_000028728,INSERTO WNMA 080412 AC4015K SUMITOMO,2025-03-13 19:34:11,5.0,104.95,148
31_000010759,INSERTO VNMG 12T308-NF IC907,2025-03-13 19:34:11,7.0,244.72,155
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-03-13 19:34:11,1.0,14.46,155
31_000013248,INSERTO TPMH 080204 MV UE6020,2025-03-13 20:01:03,2.0,21.18,134
31_000025460,"BROCA MD Ø 12,5X45XD12X90L FUT TOP",2025-03-13 20:13:51,2.0,450.3,129
31_000024806,INSERTO DCMT 11T308-HQ PV 720,2025-03-13 21:26:31,2.0,51.82,148
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-03-13 21:26:31,5.0,180.95,131
31_000023720,INSERTO GY2M0400G040N-MM VP20RT,2025-03-13 21:26:31,1.0,36.19,131
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-13 21:26:31,1.0,16.29,125
31_000016858,INSERTO ICP 084  IC908,2025-03-13 21:26:31,1.0,174.74,172
31_000006112,INSERTO PENTA 24N247 JO20 IC908,2025-03-13 21:31:56,5.0,674.7,157
31_000020767,INSERTO TGMF 304 IC808 - ISCAR,2025-03-13 21:31:56,4.0,176.84,157
31_000027764,INSERTO GIMIY 304  IC808,2025-03-13 21:31:56,4.0,161.28,148
31_000018867,INSERTO SOMX 070305-DT IC808,2025-03-13 21:31:56,2.0,93.26,157
31_000027764,INSERTO GIMIY 304  IC808,2025-03-13 21:31:56,2.0,80.64,142
31_000013246,INSERTO TNMG 160408 MA UE6020,2025-03-13 21:32:54,3.0,46.44,133
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-03-13 21:32:54,3.0,43.41,133
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-13 21:35:49,4.0,112.32,173
31_000005305,INSERTO VCMT 160408-SM IC907 - ISCAR,2025-03-13 21:35:49,3.0,107.64,157
31_000013245,INSERTO TNMG 160408 SA UE6105,2025-03-13 21:36:46,6.0,86.76,133
31_000022901,INSERTO TNMG 160412-SA UE6105,2025-03-13 21:36:46,4.0,58.0,133
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-03-13 21:44:13,1.0,34.88,121
31_000004381,INSERTO VCMW 160408 HTI10,2025-03-13 21:44:13,2.0,31.72,474
31_000028555,INSERTO TNMG 160412 UR YG3020 (YG1),2025-03-13 21:44:13,10.0,280.8,121
31_000025402,INSERTO TNMG 160408 MP MC6015,2025-03-13 21:44:13,2.0,28.94,133
31_000012811,INSERTO TNMG 160408- TF IC908,2025-03-13 21:44:13,10.0,232.6,142
31_000025924,INSERTO DNMG 130504 MT TT8125B,2025-03-13 21:44:13,1.0,34.88,133
31_000005475,BRUNIDOR SINT. BORAZON MSØ1Ø,2025-03-13 21:44:13,4.0,140.44,137
31_000001959,INSERTO TNGA 160408-HTI 05T,2025-03-13 21:44:13,5.0,92.5,474
31_000028671,INSERTO TNMG 160412 SA MC6115,2025-03-13 21:47:53,1.0,16.62,126
31_000009799,INSERTO TNMG 160412-GH UC5115,2025-03-13 21:47:53,1.0,13.79,126
31_000026158,INSERTO CCMT 060204 WP PV720,2025-03-13 21:47:53,2.0,32.58,126
31_000023054,INSERTO CCMT 09T304-MM MC7025,2025-03-13 21:47:53,2.0,23.92,126
31_000009051,ALAVANCA LLCL 13S,2025-03-13 22:29:30,3.0,59.79,135
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-13 22:36:00,2.0,72.4,131
31_000023789,INSERTO GY2M0400G080N-MM VP20RT,2025-03-13 22:36:00,2.0,72.4,131
